Simulation Number,Total Cells Percentage,Total Empty Cells Percentage,Total Trees Percentage,Total Trees On Fire Percentage
423,10000,44.74,33.81,21.45
424,10000,44.2,34.089999999999996,21.709999999999997
425,10000,43.61,34.599999999999994,21.790000000000003
426,10000,43.72,34.449999999999996,21.83
427,10000,43.059999999999995,35.24,21.7
428,10000,43.41,34.39,22.2
429,10000,43.7,34.599999999999994,21.7
430,10000,43.66,34.78,21.560000000000002
431,10000,43.480000000000004,34.72,21.8
432,10000,43.59,34.69,21.72
433,10000,44.03,34.23,21.740000000000002
434,10000,43.8,34.43,21.77
435,10000,44.15,33.900000000000006,21.95
436,10000,44.330000000000005,33.86,21.81
437,10000,43.93,34.62,21.45
438,10000,43.29,34.69,22.02
439,10000,43.41,34.449999999999996,22.14
440,10000,44.35,33.629999999999995,22.02
441,10000,44.05,34.83,21.12
442,10000,43.4,34.599999999999994,22.0
443,10000,43.75,34.01,22.24
444,10000,44.18,33.71,22.11
445,10000,44.690000000000005,34.14,21.17
446,10000,43.37,34.78,21.85
447,10000,43.86,34.160000000000004,21.98
448,10000,43.79,34.33,21.88
449,10000,43.919999999999995,34.55,21.529999999999998
450,10000,42.96,35.27,21.77
451,10000,43.29,34.33,22.38
452,10000,43.830000000000005,34.02,22.15
453,10000,43.53,34.849999999999994,21.62
454,10000,43.49,34.82,21.69
455,10000,43.5,33.76,22.74
456,10000,44.83,33.62,21.55
457,10000,44.2,34.86,20.94
458,10000,43.09,35.5,21.41
459,10000,43.059999999999995,34.52,22.42
460,10000,43.35,34.1,22.55
461,10000,45.019999999999996,32.83,22.15
462,10000,44.87,33.61,21.52
463,10000,43.669999999999995,35.22,21.11
464,10000,43.22,34.72,22.06
465,10000,43.02,34.55,22.43
466,10000,44.07,33.62,22.31
467,10000,44.76,33.739999999999995,21.5
468,10000,43.63,34.69,21.68
469,10000,43.44,34.14,22.42
470,10000,44.36,33.28,22.36
471,10000,44.5,33.76,21.740000000000002
472,10000,43.91,34.46,21.63
473,10000,43.54,34.31,22.15
474,10000,43.87,33.900000000000006,22.23
475,10000,44.68,33.36,21.959999999999997
476,10000,44.54,34.67,20.79
477,10000,42.77,35.8,21.43
478,10000,42.64,35.120000000000005,22.24
479,10000,43.53,33.77,22.7
480,10000,44.47,33.879999999999995,21.65
481,10000,43.36,35.15,21.490000000000002
482,10000,43.86,34.599999999999994,21.54
483,10000,42.59,35.42,21.990000000000002
484,10000,43.57,33.53,22.900000000000002
485,10000,44.3,33.839999999999996,21.86
486,10000,43.74,35.13,21.13
487,10000,43.18,35.0,21.82
488,10000,43.46,34.27,22.27
489,10000,43.89,34.28,21.83
490,10000,43.99,34.31,21.7
491,10000,43.86,34.4,21.740000000000002
492,10000,43.2,35.04,21.759999999999998
493,10000,43.59,34.239999999999995,22.17
494,10000,44.03,33.78,22.189999999999998
495,10000,43.99,34.599999999999994,21.41
496,10000,43.05,35.19,21.759999999999998
497,10000,43.53,34.22,22.25
498,10000,43.56,34.22,22.220000000000002
499,10000,43.5,34.339999999999996,22.16
500,10000,43.59,34.52,21.89
501,10000,43.62,34.43,21.95
502,10000,44.190000000000005,34.35,21.46
503,10000,44.07,33.910000000000004,22.02
504,10000,44.04,33.98,21.98
505,10000,44.41,33.53,22.06
506,10000,43.97,34.69,21.34
507,10000,43.78,34.38,21.84
508,10000,43.480000000000004,34.28,22.24
509,10000,44.190000000000005,33.96,21.85
510,10000,43.89,34.21,21.9
511,10000,44.15,34.1,21.75
512,10000,44.18,34.56,21.26
513,10000,43.79,34.46,21.75
514,10000,43.580000000000005,34.28,22.14
515,10000,43.68,34.489999999999995,21.83
516,10000,43.88,34.0,22.12
517,10000,44.36,33.64,22.0
518,10000,44.61,34.2,21.19
519,10000,43.63,35.199999999999996,21.17
520,10000,43.29,34.39,22.32
521,10000,43.28,35.0,21.72
522,10000,42.91,34.83,22.259999999999998
523,10000,43.43,34.38,22.189999999999998
524,10000,43.7,34.38,21.92
525,10000,43.62,34.699999999999996,21.68
526,10000,43.24,34.73,22.03
527,10000,44.2,33.660000000000004,22.14
528,10000,44.190000000000005,34.4,21.41
529,10000,43.15,35.5,21.349999999999998
530,10000,42.82,34.44,22.74
531,10000,43.94,33.42,22.64
532,10000,44.6,33.81,21.59
533,10000,43.47,35.23,21.3
534,10000,42.55,35.49,21.959999999999997
535,10000,43.63,32.95,23.419999999999998
536,10000,45.519999999999996,32.49,21.990000000000002
537,10000,44.58,34.57,20.849999999999998
538,10000,43.46,34.699999999999996,21.84
539,10000,43.580000000000005,33.35,23.07
540,10000,45.0,32.910000000000004,22.09
541,10000,44.379999999999995,34.36,21.26
542,10000,42.370000000000005,36.11,21.52
543,10000,42.89,34.46,22.650000000000002
544,10000,43.96,33.550000000000004,22.49
545,10000,44.14,34.23,21.63
546,10000,43.94,34.46,21.6
547,10000,43.24,34.410000000000004,22.35
548,10000,44.47,33.56,21.97
549,10000,43.91,34.5,21.59
550,10000,43.65,34.47,21.88
551,10000,44.05,34.03,21.92
552,10000,43.9,34.38,21.72
553,10000,43.91,34.32,21.77
554,10000,42.93,35.339999999999996,21.73
555,10000,43.29,33.97,22.74
556,10000,44.39,33.6,22.009999999999998
557,10000,44.36,34.71,20.93
558,10000,44.03,34.2,21.77
559,10000,43.769999999999996,34.55,21.68
560,10000,43.230000000000004,34.86,21.91
561,10000,43.03,34.35,22.62
562,10000,44.519999999999996,33.17,22.31
563,10000,44.230000000000004,34.160000000000004,21.61
564,10000,44.21,34.150000000000006,21.64
565,10000,43.33,35.23,21.44
566,10000,43.04,35.339999999999996,21.62
567,10000,42.980000000000004,34.68,22.34
568,10000,44.34,33.46,22.2
569,10000,44.45,33.89,21.66
570,10000,43.9,34.82,21.279999999999998
571,10000,43.13,34.699999999999996,22.17
572,10000,43.87,33.339999999999996,22.79
573,10000,45.18,33.33,21.490000000000002
574,10000,44.09,34.48,21.43
575,10000,43.519999999999996,34.94,21.54
576,10000,43.480000000000004,33.52,23.0
577,10000,45.12,33.01,21.87
578,10000,44.14,35.13,20.73
579,10000,43.03,34.96,22.009999999999998
580,10000,43.35,33.98,22.67
581,10000,45.36,32.940000000000005,21.7
582,10000,44.78,34.33,20.89
583,10000,43.49,35.47,21.04
584,10000,42.72,35.21,22.07
585,10000,43.46,34.18,22.36
586,10000,43.72,34.510000000000005,21.77
587,10000,44.0,34.260000000000005,21.740000000000002
588,10000,43.62,34.93,21.45
589,10000,43.47,34.849999999999994,21.68
590,10000,43.33,34.74,21.93
591,10000,43.61,34.17,22.220000000000002
592,10000,43.61,34.17,22.220000000000002
593,10000,44.45,33.64,21.91
594,10000,44.1,34.300000000000004,21.6
595,10000,43.79,34.28,21.93
596,10000,43.7,34.47,21.83
597,10000,43.68,34.0,22.32
598,10000,44.230000000000004,34.02,21.75
599,10000,43.730000000000004,34.54,21.73
600,10000,43.79,35.21,21.0
601,10000,42.68,35.730000000000004,21.59
602,10000,42.730000000000004,34.35,22.919999999999998
603,10000,44.62,32.690000000000005,22.689999999999998
604,10000,45.62,33.25,21.13
605,10000,43.65,35.63,20.72
606,10000,42.83,35.36,21.81
607,10000,43.120000000000005,34.14,22.74
608,10000,44.37,33.239999999999995,22.39
609,10000,44.62,33.52,21.86
610,10000,43.7,34.699999999999996,21.6
611,10000,43.62,34.300000000000004,22.08
612,10000,43.769999999999996,34.849999999999994,21.38
613,10000,43.18,34.8,22.02
614,10000,43.580000000000005,33.98,22.439999999999998
615,10000,44.45,33.33,22.220000000000002
616,10000,44.2,34.150000000000006,21.65
617,10000,44.690000000000005,33.72,21.59
618,10000,43.96,34.56,21.48
619,10000,43.74,34.53,21.73
620,10000,43.88,34.02,22.1
621,10000,43.72,34.27,22.009999999999998
622,10000,43.79,34.04,22.17
623,10000,44.080000000000005,34.300000000000004,21.62
624,10000,44.11,34.12,21.77
625,10000,44.34,34.160000000000004,21.5
626,10000,43.74,34.599999999999994,21.66
627,10000,43.53,34.870000000000005,21.6
628,10000,43.55,34.67,21.78
629,10000,43.88,33.739999999999995,22.38
630,10000,44.57,33.53,21.9
631,10000,44.48,33.92,21.6
632,10000,44.06,34.949999999999996,20.990000000000002
633,10000,42.120000000000005,35.94,21.94
634,10000,42.8,34.38,22.82
635,10000,44.61,33.09,22.3
636,10000,44.74,34.13,21.13
637,10000,43.39,35.05,21.560000000000002
638,10000,43.580000000000005,33.98,22.439999999999998
639,10000,43.919999999999995,34.01,22.07
640,10000,44.0,33.76,22.24
641,10000,44.12,34.599999999999994,21.279999999999998
642,10000,43.22,35.160000000000004,21.62
643,10000,43.2,34.870000000000005,21.93
644,10000,42.9,34.68,22.42
645,10000,44.230000000000004,33.61,22.16
646,10000,44.13,33.900000000000006,21.97
647,10000,44.29,33.75,21.959999999999997
648,10000,43.66,34.760000000000005,21.58
649,10000,43.54,34.46,22.0
650,10000,43.74,34.04,22.220000000000002
651,10000,43.97,33.87,22.16
652,10000,44.190000000000005,34.12,21.69
653,10000,43.769999999999996,34.260000000000005,21.97
654,10000,43.54,34.52,21.94
655,10000,43.519999999999996,34.52,21.959999999999997
656,10000,43.53,33.93,22.54
657,10000,44.230000000000004,33.54,22.23
658,10000,44.32,33.92,21.759999999999998
659,10000,43.65,34.65,21.7
660,10000,43.53,34.63,21.84
661,10000,43.82,34.339999999999996,21.84
662,10000,43.64,34.21,22.15
663,10000,44.12,34.46,21.42
664,10000,42.79,35.099999999999994,22.11
665,10000,43.120000000000005,34.39,22.49
666,10000,43.71,34.13,22.16
667,10000,44.68,33.660000000000004,21.66
668,10000,44.25,34.75,21.0
669,10000,43.6,34.97,21.43
670,10000,43.230000000000004,34.849999999999994,21.92
671,10000,43.169999999999995,34.8,22.03
672,10000,44.76,32.82,22.42
673,10000,44.81,34.06,21.13
674,10000,43.71,35.42,20.87
675,10000,42.9,35.04,22.06
676,10000,43.5,34.150000000000006,22.35
677,10000,44.04,33.660000000000004,22.3
678,10000,44.529999999999994,34.07,21.4
679,10000,44.04,34.32,21.64
680,10000,43.230000000000004,35.620000000000005,21.15
681,10000,42.86,34.89,22.25
682,10000,43.51,34.06,22.43
683,10000,44.42,33.550000000000004,22.03
684,10000,44.629999999999995,33.85,21.52
685,10000,43.830000000000005,34.63,21.54
686,10000,43.25,35.11,21.64
687,10000,43.64,34.18,22.18
688,10000,44.440000000000005,33.52,22.040000000000003
689,10000,43.519999999999996,34.47,22.009999999999998
690,10000,43.269999999999996,35.18,21.55
691,10000,43.2,34.5,22.3
692,10000,43.82,33.98,22.2
693,10000,44.45,34.0,21.55
694,10000,43.519999999999996,34.72,21.759999999999998
695,10000,43.15,35.120000000000005,21.73
696,10000,43.85,33.72,22.43
697,10000,44.629999999999995,33.36,22.009999999999998
698,10000,44.190000000000005,34.4,21.41
699,10000,43.13,34.910000000000004,21.959999999999997
700,10000,43.89,34.150000000000006,21.959999999999997
701,10000,44.28,33.89,21.83
702,10000,43.81,34.839999999999996,21.349999999999998
703,10000,43.76,34.33,21.91
704,10000,43.75,34.37,21.88
