Simulation Number,Total Cells Percentage,Total Empty Cells Percentage,Total Trees Percentage,Total Trees On Fire Percentage
0,100,54.0,46.0,0.0
1,100,27.0,64.0,9.0
2,100,22.0,47.0,31.0
3,100,36.0,30.0,34.0
4,100,42.0,32.0,26.0
