Simulation Number,Total Cells Percentage,Total Empty Cells Percentage,Total Trees Percentage,Total Trees On Fire Percentage
0,100,50.0,50.0,0.0
1,100,26.0,67.0,7.000000000000001
2,100,17.0,59.0,24.0
3,100,33.0,28.999999999999996,38.0
4,100,53.0,26.0,21.0
