Simulation Number,Total Cells Percentage,Total Empty Cells Percentage,Total Trees Percentage,Total Trees On Fire Percentage
167,2500,41.199999999999996,36.4,22.400000000000002
168,2500,43.32,34.12,22.56
169,2500,43.88,34.32,21.8
170,2500,44.28,34.68,21.04
171,2500,44.04,33.879999999999995,22.08
172,2500,44.32,33.76,21.92
173,2500,44.48,34.2,21.32
174,2500,43.480000000000004,35.480000000000004,21.04
175,2500,41.56,35.64,22.8
176,2500,43.88,33.52,22.6
177,2500,43.76,34.8,21.44
178,2500,42.44,35.4,22.16
179,2500,43.32,34.28,22.400000000000002
180,2500,44.4,34.04,21.560000000000002
181,2500,45.16,33.32,21.52
182,2500,44.64,33.0,22.36
183,2500,43.6,35.08,21.32
184,2500,44.56,32.72,22.720000000000002
185,2500,45.24,34.0,20.76
186,2500,42.52,36.36,21.12
187,2500,42.28,35.64,22.08
188,2500,42.08,34.88,23.04
189,2500,42.64,34.160000000000004,23.200000000000003
190,2500,45.08,34.04,20.880000000000003
191,2500,43.84,34.28,21.88
192,2500,43.76,34.0,22.24
193,2500,44.64,32.56,22.8
194,2500,43.32,35.28,21.4
195,2500,42.8,35.52,21.68
196,2500,43.56,34.08,22.36
197,2500,44.16,33.64,22.2
198,2500,43.84,35.08,21.08
199,2500,42.32,35.8,21.88
200,2500,42.480000000000004,35.28,22.24
201,2500,43.44,33.32,23.24
202,2500,43.28,34.32,22.400000000000002
203,2500,44.32,34.2,21.48
204,2500,43.84,33.879999999999995,22.28
205,2500,43.04,35.160000000000004,21.8
206,2500,43.96,34.0,22.040000000000003
207,2500,43.919999999999995,33.92,22.16
208,2500,43.6,34.12,22.28
209,2500,43.08,35.32,21.6
210,2500,42.28,36.04,21.68
211,2500,43.32,34.239999999999995,22.439999999999998
212,2500,44.04,32.56,23.400000000000002
213,2500,45.04,33.36,21.6
214,2500,43.919999999999995,35.480000000000004,20.599999999999998
215,2500,42.64,35.32,22.040000000000003
216,2500,43.96,32.92,23.119999999999997
217,2500,45.16,33.6,21.240000000000002
218,2500,43.8,35.160000000000004,21.04
219,2500,43.44,34.8,21.759999999999998
220,2500,43.480000000000004,35.08,21.44
221,2500,42.72,34.56,22.720000000000002
222,2500,43.64,33.800000000000004,22.56
223,2500,43.919999999999995,33.2,22.88
224,2500,44.68,33.6,21.72
225,2500,44.48,33.32,22.2
226,2500,43.88,33.839999999999996,22.28
227,2500,45.08,33.64,21.279999999999998
228,2500,43.96,34.599999999999994,21.44
229,2500,43.88,34.04,22.08
230,2500,43.2,36.199999999999996,20.599999999999998
231,2500,43.16,33.92,22.919999999999998
232,2500,45.64,31.840000000000003,22.52
233,2500,43.88,35.44,20.68
234,2500,41.760000000000005,37.0,21.240000000000002
235,2500,41.8,35.4,22.8
236,2500,43.96,33.2,22.84
237,2500,45.04,33.92,21.04
238,2500,44.4,33.800000000000004,21.8
239,2500,43.24,35.199999999999996,21.560000000000002
240,2500,42.28,35.44,22.28
241,2500,42.6,34.64,22.759999999999998
242,2500,43.480000000000004,34.12,22.400000000000002
243,2500,44.24,34.04,21.72
244,2500,44.72,33.0,22.28
245,2500,44.16,34.160000000000004,21.68
246,2500,43.16,35.6,21.240000000000002
247,2500,42.88,34.2,22.919999999999998
248,2500,44.440000000000005,33.08,22.48
249,2500,44.0,34.08,21.92
250,2500,44.6,33.72,21.68
251,2500,44.080000000000005,35.0,20.919999999999998
252,2500,42.32,36.96,20.72
253,2500,42.04,35.36,22.6
254,2500,43.6,32.92,23.48
255,2500,44.68,34.12,21.2
256,2500,42.96,35.52,21.52
257,2500,42.04,36.52,21.44
258,2500,42.199999999999996,34.839999999999996,22.96
259,2500,41.72,35.480000000000004,22.8
260,2500,43.44,33.56,23.0
261,2500,45.0,33.839999999999996,21.16
262,2500,42.52,35.96,21.52
263,2500,42.72,35.4,21.88
264,2500,43.56,33.160000000000004,23.28
265,2500,45.440000000000005,32.16,22.400000000000002
266,2500,45.519999999999996,33.239999999999995,21.240000000000002
267,2500,44.24,34.0,21.759999999999998
268,2500,44.080000000000005,33.76,22.16
269,2500,44.16,34.56,21.279999999999998
270,2500,43.519999999999996,35.08,21.4
271,2500,42.559999999999995,35.160000000000004,22.28
272,2500,42.92,35.0,22.08
273,2500,43.6,34.760000000000005,21.64
274,2500,43.519999999999996,34.32,22.16
275,2500,45.04,32.519999999999996,22.439999999999998
276,2500,44.879999999999995,33.48,21.64
277,2500,45.28,33.36,21.36
278,2500,44.64,34.08,21.279999999999998
279,2500,43.8,34.44,21.759999999999998
280,2500,44.64,34.12,21.240000000000002
281,2500,44.36,35.160000000000004,20.48
282,2500,43.0,35.72,21.279999999999998
283,2500,41.44,36.120000000000005,22.439999999999998
284,2500,42.68,33.800000000000004,23.52
285,2500,45.2,32.72,22.08
286,2500,45.72,33.12,21.16
287,2500,43.480000000000004,35.92,20.599999999999998
288,2500,42.4,35.92,21.68
289,2500,42.28,35.76,21.959999999999997
290,2500,41.64,35.64,22.720000000000002
291,2500,44.12,33.0,22.88
292,2500,45.28,33.879999999999995,20.84
293,2500,42.559999999999995,37.0,20.44
294,2500,42.120000000000005,35.08,22.8
295,2500,43.68,33.4,22.919999999999998
296,2500,45.96,31.8,22.24
297,2500,45.800000000000004,33.4,20.8
298,2500,43.8,35.88,20.32
299,2500,41.959999999999994,35.839999999999996,22.2
300,2500,43.32,33.64,23.04
301,2500,45.56,32.0,22.439999999999998
302,2500,45.32,33.6,21.08
303,2500,42.08,37.32,20.599999999999998
304,2500,41.52,34.92,23.56
305,2500,44.800000000000004,31.879999999999995,23.32
306,2500,45.32,33.36,21.32
307,2500,45.04,34.760000000000005,20.200000000000003
308,2500,42.64,36.199999999999996,21.16
309,2500,42.8,35.36,21.84
310,2500,42.16,35.480000000000004,22.36
311,2500,42.76,34.760000000000005,22.48
312,2500,43.6,34.599999999999994,21.8
313,2500,42.28,34.92,22.8
314,2500,44.6,33.0,22.400000000000002
315,2500,44.36,34.160000000000004,21.48
316,2500,42.76,35.64,21.6
317,2500,43.32,33.76,22.919999999999998
318,2500,44.84,32.4,22.759999999999998
319,2500,44.64,34.8,20.560000000000002
320,2500,42.92,34.8,22.28
321,2500,44.6,34.04,21.36
322,2500,43.72,34.08,22.2
323,2500,44.84,33.08,22.08
324,2500,44.48,34.4,21.12
325,2500,43.8,35.08,21.12
326,2500,43.36,34.68,21.959999999999997
327,2500,42.44,34.96,22.6
328,2500,44.32,33.48,22.2
329,2500,44.800000000000004,34.08,21.12
330,2500,43.44,33.76,22.8
331,2500,44.28,34.32,21.4
332,2500,43.24,35.52,21.240000000000002
333,2500,43.120000000000005,35.64,21.240000000000002
334,2500,41.56,35.4,23.04
335,2500,42.92,34.08,23.0
336,2500,44.12,32.32,23.56
337,2500,45.04,32.800000000000004,22.16
338,2500,45.32,33.68,21.0
339,2500,44.48,33.879999999999995,21.64
340,2500,44.28,34.08,21.64
341,2500,43.72,35.24,21.04
342,2500,42.76,35.4,21.84
343,2500,43.88,33.28,22.84
344,2500,43.84,35.199999999999996,20.96
345,2500,42.76,35.839999999999996,21.4
346,2500,42.4,35.0,22.6
347,2500,43.56,33.879999999999995,22.56
348,2500,44.84,34.239999999999995,20.919999999999998
349,2500,44.800000000000004,33.48,21.72
350,2500,44.2,35.08,20.72
351,2500,42.84,35.160000000000004,22.0
352,2500,42.68,34.760000000000005,22.56
353,2500,43.8,33.44,22.759999999999998
354,2500,44.56,33.96,21.48
355,2500,43.88,34.48,21.64
356,2500,43.76,34.2,22.040000000000003
357,2500,43.08,33.92,23.0
358,2500,45.0,33.92,21.08
359,2500,44.080000000000005,34.68,21.240000000000002
360,2500,43.56,34.760000000000005,21.68
361,2500,42.84,34.88,22.28
362,2500,43.16,35.04,21.8
363,2500,43.6,33.800000000000004,22.6
364,2500,44.76,33.64,21.6
365,2500,44.4,34.28,21.32
366,2500,42.28,36.36,21.36
367,2500,42.08,34.92,23.0
368,2500,44.0,33.52,22.48
369,2500,43.68,34.599999999999994,21.72
370,2500,43.08,35.8,21.12
371,2500,42.559999999999995,35.199999999999996,22.24
372,2500,44.32,33.28,22.400000000000002
373,2500,44.800000000000004,33.800000000000004,21.4
374,2500,43.6,35.480000000000004,20.919999999999998
375,2500,43.8,34.599999999999994,21.6
376,2500,43.4,34.839999999999996,21.759999999999998
377,2500,43.64,33.96,22.400000000000002
378,2500,43.72,34.8,21.48
379,2500,43.120000000000005,35.0,21.88
380,2500,43.04,34.72,22.24
381,2500,44.04,33.76,22.2
382,2500,43.88,34.160000000000004,21.959999999999997
383,2500,44.32,33.879999999999995,21.8
384,2500,45.08,33.160000000000004,21.759999999999998
385,2500,44.12,35.120000000000005,20.76
386,2500,41.8,35.52,22.68
387,2500,43.76,33.36,22.88
388,2500,44.68,33.36,21.959999999999997
389,2500,43.84,34.599999999999994,21.560000000000002
390,2500,43.2,35.6,21.2
391,2500,41.760000000000005,36.0,22.24
392,2500,42.44,33.96,23.599999999999998
393,2500,44.0,33.2,22.8
394,2500,44.36,34.48,21.16
395,2500,43.4,35.36,21.240000000000002
396,2500,42.480000000000004,33.879999999999995,23.64
397,2500,44.36,32.92,22.720000000000002
398,2500,44.2,35.6,20.200000000000003
399,2500,42.72,35.96,21.32
400,2500,43.480000000000004,33.72,22.8
401,2500,44.24,34.68,21.08
402,2500,43.8,34.52,21.68
403,2500,43.72,33.839999999999996,22.439999999999998
404,2500,43.6,36.120000000000005,20.28
405,2500,41.120000000000005,36.6,22.28
406,2500,42.08,34.0,23.919999999999998
407,2500,44.64,32.36,23.0
408,2500,45.12,33.48,21.4
409,2500,44.24,34.96,20.8
410,2500,43.919999999999995,34.48,21.6
411,2500,43.04,34.56,22.400000000000002
412,2500,43.16,35.24,21.6
413,2500,43.68,34.760000000000005,21.560000000000002
414,2500,42.480000000000004,36.919999999999995,20.599999999999998
415,2500,42.199999999999996,35.4,22.400000000000002
416,2500,43.8,32.800000000000004,23.400000000000002
417,2500,45.92,33.0,21.08
418,2500,43.480000000000004,36.04,20.48
419,2500,42.36,35.68,21.959999999999997
420,2500,44.12,33.36,22.52
421,2500,44.519999999999996,33.839999999999996,21.64
422,2500,44.36,34.8,20.84
423,2500,43.519999999999996,34.72,21.759999999999998
424,2500,42.92,34.68,22.400000000000002
425,2500,43.56,33.96,22.48
426,2500,44.56,34.239999999999995,21.2
427,2500,43.36,35.839999999999996,20.8
428,2500,43.56,33.56,22.88
429,2500,43.28,34.8,21.92
430,2500,43.44,34.44,22.12
431,2500,44.36,33.64,22.0
432,2500,43.919999999999995,34.88,21.2
433,2500,43.16,34.96,21.88
434,2500,43.6,35.04,21.36
435,2500,43.4,34.52,22.08
436,2500,42.88,34.08,23.04
437,2500,44.32,33.12,22.56
438,2500,45.0,32.2,22.8
439,2500,43.84,35.24,20.919999999999998
440,2500,42.72,36.0,21.279999999999998
441,2500,41.28,36.0,22.720000000000002
442,2500,43.44,33.160000000000004,23.400000000000002
443,2500,45.2,32.440000000000005,22.36
444,2500,44.96,33.68,21.36
445,2500,44.32,34.48,21.2
446,2500,43.120000000000005,35.72,21.16
447,2500,42.0,35.8,22.2
448,2500,43.84,33.44,22.720000000000002
449,2500,45.2,33.4,21.4
450,2500,43.68,34.96,21.36
451,2500,44.16,35.120000000000005,20.72
452,2500,43.28,35.08,21.64
453,2500,43.36,33.839999999999996,22.8
454,2500,42.64,35.92,21.44
455,2500,43.2,35.0,21.8
456,2500,42.6,34.839999999999996,22.56
457,2500,42.96,35.0,22.040000000000003
458,2500,42.04,36.120000000000005,21.84
459,2500,42.16,35.6,22.24
460,2500,43.28,33.76,22.96
461,2500,44.36,33.48,22.16
462,2500,44.64,33.44,21.92
463,2500,44.440000000000005,34.0,21.560000000000002
464,2500,43.36,35.0,21.64
465,2500,42.36,34.56,23.080000000000002
466,2500,43.24,35.68,21.08
467,2500,42.36,35.44,22.2
468,2500,43.76,32.76,23.48
469,2500,44.68,33.239999999999995,22.08
470,2500,44.440000000000005,33.6,21.959999999999997
471,2500,44.12,35.0,20.880000000000003
472,2500,42.4,35.8,21.8
473,2500,43.04,34.599999999999994,22.36
474,2500,43.56,34.239999999999995,22.2
475,2500,43.04,35.4,21.560000000000002
476,2500,43.28,34.88,21.84
477,2500,44.16,34.0,21.84
478,2500,43.0,34.72,22.28
479,2500,44.48,33.64,21.88
480,2500,43.96,33.6,22.439999999999998
481,2500,44.0,34.8,21.2
482,2500,43.08,35.199999999999996,21.72
483,2500,43.32,34.28,22.400000000000002
484,2500,42.84,35.52,21.64
485,2500,42.92,34.72,22.36
486,2500,43.6,34.160000000000004,22.24
487,2500,43.88,33.96,22.16
488,2500,44.96,32.72,22.32
489,2500,44.2,34.160000000000004,21.64
490,2500,43.56,35.52,20.919999999999998
491,2500,41.36,36.04,22.6
492,2500,43.64,33.6,22.759999999999998
493,2500,44.72,32.84,22.439999999999998
494,2500,44.68,34.4,20.919999999999998
495,2500,43.6,35.4,21.0
496,2500,41.760000000000005,36.52,21.72
497,2500,42.120000000000005,34.08,23.799999999999997
498,2500,44.519999999999996,33.12,22.36
499,2500,44.2,34.48,21.32
500,2500,42.44,35.4,22.16
501,2500,43.6,33.800000000000004,22.6
502,2500,43.88,33.52,22.6
503,2500,45.04,33.040000000000006,21.92
504,2500,43.8,34.44,21.759999999999998
505,2500,45.04,33.48,21.48
506,2500,44.519999999999996,34.48,21.0
507,2500,43.0,35.68,21.32
508,2500,42.68,34.12,23.200000000000003
509,2500,45.36,31.52,23.119999999999997
510,2500,43.84,34.839999999999996,21.32
511,2500,43.96,33.64,22.400000000000002
512,2500,42.84,35.36,21.8
513,2500,42.480000000000004,34.599999999999994,22.919999999999998
514,2500,43.4,34.760000000000005,21.84
515,2500,43.04,35.199999999999996,21.759999999999998
516,2500,42.36,35.92,21.72
517,2500,43.72,32.879999999999995,23.400000000000002
518,2500,45.800000000000004,31.759999999999998,22.439999999999998
519,2500,46.2,34.56,19.24
520,2500,41.44,38.080000000000005,20.48
521,2500,39.96,35.92,24.12
522,2500,44.6,31.72,23.68
523,2500,45.800000000000004,32.76,21.44
524,2500,43.6,36.88,19.52
525,2500,40.6,37.56,21.84
526,2500,42.199999999999996,33.52,24.279999999999998
527,2500,47.04,30.28,22.68
528,2500,45.800000000000004,35.160000000000004,19.040000000000003
529,2500,42.88,37.56,19.56
530,2500,40.400000000000006,36.64,22.96
531,2500,43.6,32.28,24.12
532,2500,45.68,33.12,21.2
533,2500,43.0,37.04,19.96
534,2500,40.32,36.8,22.88
535,2500,44.12,30.84,25.040000000000003
536,2500,46.839999999999996,32.519999999999996,20.64
537,2500,44.68,35.68,19.64
538,2500,41.48,36.88,21.64
539,2500,42.6,34.4,23.0
540,2500,43.16,34.28,22.56
541,2500,44.72,32.92,22.36
542,2500,44.12,34.68,21.2
543,2500,43.24,35.92,20.84
544,2500,43.480000000000004,34.96,21.560000000000002
545,2500,43.0,35.0,22.0
546,2500,44.0,33.96,22.040000000000003
547,2500,43.76,34.92,21.32
548,2500,42.88,36.28,20.84
549,2500,43.28,34.12,22.6
550,2500,44.2,33.040000000000006,22.759999999999998
551,2500,44.879999999999995,33.44,21.68
552,2500,44.48,34.760000000000005,20.76
553,2500,42.559999999999995,36.199999999999996,21.240000000000002
554,2500,42.76,34.64,22.6
555,2500,43.2,33.64,23.16
556,2500,44.36,34.160000000000004,21.48
557,2500,43.28,35.480000000000004,21.240000000000002
558,2500,43.08,34.2,22.720000000000002
559,2500,44.64,33.12,22.24
560,2500,44.440000000000005,34.08,21.48
561,2500,43.44,35.52,21.04
562,2500,42.559999999999995,35.199999999999996,22.24
563,2500,44.48,32.76,22.759999999999998
564,2500,44.800000000000004,34.2,21.0
565,2500,43.2,35.56,21.240000000000002
566,2500,42.68,35.44,21.88
567,2500,44.16,33.64,22.2
568,2500,44.32,33.76,21.92
569,2500,43.96,34.160000000000004,21.88
570,2500,45.68,33.28,21.04
571,2500,43.16,36.24,20.599999999999998
572,2500,42.68,35.36,21.959999999999997
573,2500,43.76,33.6,22.64
574,2500,44.04,34.48,21.48
575,2500,43.28,35.28,21.44
576,2500,42.559999999999995,36.199999999999996,21.240000000000002
577,2500,42.8,34.760000000000005,22.439999999999998
578,2500,44.32,32.6,23.080000000000002
579,2500,44.96,34.56,20.48
580,2500,42.559999999999995,37.04,20.4
581,2500,42.480000000000004,35.8,21.72
582,2500,43.120000000000005,33.48,23.400000000000002
583,2500,44.12,34.32,21.560000000000002
584,2500,43.6,34.839999999999996,21.560000000000002
585,2500,43.56,34.32,22.12
586,2500,43.68,35.32,21.0
587,2500,43.0,34.72,22.28
588,2500,43.8,34.12,22.08
589,2500,43.36,34.0,22.64
590,2500,44.16,34.32,21.52
591,2500,43.88,34.92,21.2
592,2500,42.76,35.04,22.2
593,2500,42.96,34.2,22.84
594,2500,44.04,34.160000000000004,21.8
595,2500,42.28,36.4,21.32
596,2500,42.92,35.04,22.040000000000003
597,2500,42.6,34.92,22.48
598,2500,44.440000000000005,32.76,22.8
599,2500,45.0,33.96,21.04
600,2500,43.28,36.28,20.44
601,2500,41.959999999999994,37.12,20.919999999999998
602,2500,42.32,34.56,23.119999999999997
603,2500,44.04,34.44,21.52
604,2500,43.2,34.48,22.32
605,2500,43.4,34.52,22.08
606,2500,44.800000000000004,32.440000000000005,22.759999999999998
607,2500,44.76,34.0,21.240000000000002
608,2500,44.2,34.88,20.919999999999998
609,2500,43.36,34.239999999999995,22.400000000000002
610,2500,43.28,34.760000000000005,21.959999999999997
611,2500,42.96,35.199999999999996,21.84
612,2500,43.56,34.44,22.0
613,2500,44.04,34.0,21.959999999999997
614,2500,44.04,35.04,20.919999999999998
615,2500,43.32,34.72,21.959999999999997
616,2500,43.2,35.32,21.48
617,2500,43.28,33.96,22.759999999999998
618,2500,44.080000000000005,32.64,23.28
619,2500,44.4,34.92,20.68
620,2500,42.6,34.839999999999996,22.56
621,2500,44.12,32.72,23.16
622,2500,44.440000000000005,34.2,21.36
623,2500,43.919999999999995,34.160000000000004,21.92
624,2500,43.76,34.599999999999994,21.64
625,2500,43.72,32.879999999999995,23.400000000000002
626,2500,46.36,31.8,21.84
627,2500,44.800000000000004,35.199999999999996,20.0
628,2500,42.44,36.4,21.16
629,2500,42.0,35.160000000000004,22.84
630,2500,42.64,34.2,23.16
631,2500,44.24,33.08,22.68
632,2500,44.6,33.160000000000004,22.24
633,2500,44.56,33.76,21.68
634,2500,43.28,35.199999999999996,21.52
635,2500,43.480000000000004,34.68,21.84
636,2500,42.44,34.839999999999996,22.720000000000002
637,2500,44.32,33.76,21.92
638,2500,44.04,35.52,20.44
639,2500,41.48,36.36,22.16
640,2500,42.52,33.800000000000004,23.68
641,2500,44.4,32.32,23.28
642,2500,45.08,34.12,20.8
643,2500,43.96,34.28,21.759999999999998
644,2500,44.04,34.239999999999995,21.72
645,2500,43.68,34.32,22.0
646,2500,43.76,34.239999999999995,22.0
647,2500,44.0,34.48,21.52
648,2500,44.56,34.56,20.880000000000003
649,2500,43.24,34.48,22.28
650,2500,43.36,34.92,21.72
651,2500,43.519999999999996,34.56,21.92
652,2500,43.6,34.160000000000004,22.24
653,2500,44.48,33.56,21.959999999999997
654,2500,44.04,34.08,21.88
655,2500,43.84,34.36,21.8
656,2500,43.32,35.08,21.6
657,2500,43.480000000000004,34.599999999999994,21.92
658,2500,43.36,35.32,21.32
659,2500,42.68,34.68,22.64
660,2500,44.16,32.48,23.36
661,2500,45.32,33.160000000000004,21.52
662,2500,43.88,35.36,20.76
663,2500,43.24,35.160000000000004,21.6
664,2500,42.84,35.96,21.2
665,2500,43.4,33.6,23.0
666,2500,45.0,33.800000000000004,21.2
667,2500,43.519999999999996,35.8,20.68
668,2500,41.760000000000005,36.919999999999995,21.32
669,2500,42.36,34.4,23.24
670,2500,44.519999999999996,32.84,22.64
671,2500,46.08,33.12,20.8
672,2500,43.88,35.8,20.32
673,2500,42.52,34.44,23.04
674,2500,43.36,34.8,21.84
675,2500,44.64,33.72,21.64
676,2500,44.56,34.68,20.76
677,2500,42.88,36.36,20.76
678,2500,42.199999999999996,35.36,22.439999999999998
679,2500,43.72,33.56,22.720000000000002
680,2500,45.28,33.6,21.12
681,2500,44.080000000000005,35.120000000000005,20.8
682,2500,43.04,34.72,22.24
683,2500,44.519999999999996,33.48,22.0
684,2500,44.32,34.28,21.4
685,2500,45.0,32.92,22.08
686,2500,45.04,33.36,21.6
687,2500,44.48,34.96,20.560000000000002
688,2500,42.52,36.199999999999996,21.279999999999998
689,2500,42.64,35.36,22.0
690,2500,43.04,34.52,22.439999999999998
691,2500,43.4,35.08,21.52
692,2500,42.199999999999996,35.8,22.0
693,2500,43.4,33.08,23.52
694,2500,44.800000000000004,32.879999999999995,22.32
695,2500,44.6,33.68,21.72
696,2500,44.440000000000005,34.36,21.2
697,2500,43.08,35.44,21.48
698,2500,43.24,35.199999999999996,21.560000000000002
699,2500,43.2,34.68,22.12
700,2500,44.92,33.6,21.48
701,2500,44.04,35.72,20.24
702,2500,41.56,35.52,22.919999999999998
703,2500,43.96,32.440000000000005,23.599999999999998
704,2500,46.160000000000004,31.96,21.88
705,2500,45.28,34.04,20.68
706,2500,42.559999999999995,35.64,21.8
