Simulation Number,Total Cells Percentage,Total Empty Cells Percentage,Total Trees Percentage,Total Trees On Fire Percentage
724,10000,44.06,33.72,22.220000000000002
725,10000,44.0,34.37,21.63
726,10000,44.05,33.87,22.08
727,10000,44.1,34.44,21.46
728,10000,43.769999999999996,35.0,21.23
729,10000,43.120000000000005,34.69,22.189999999999998
730,10000,43.94,34.14,21.92
731,10000,43.29,35.35,21.36
732,10000,43.53,34.8,21.67
733,10000,43.13,34.96,21.91
734,10000,43.62,34.18,22.2
735,10000,43.93,33.87,22.2
736,10000,44.17,33.85,21.98
737,10000,43.99,34.21,21.8
738,10000,43.580000000000005,34.96,21.46
739,10000,43.15,34.61,22.24
740,10000,43.95,33.71,22.34
741,10000,44.6,34.050000000000004,21.349999999999998
742,10000,43.6,34.79,21.61
743,10000,43.480000000000004,34.62,21.9
744,10000,43.62,34.29,22.09
745,10000,44.519999999999996,33.94,21.54
746,10000,43.94,34.339999999999996,21.72
747,10000,43.169999999999995,34.589999999999996,22.24
748,10000,44.15,33.339999999999996,22.509999999999998
749,10000,45.01,33.42,21.57
750,10000,44.48,34.02,21.5
751,10000,44.36,34.239999999999995,21.4
752,10000,43.269999999999996,34.99,21.740000000000002
753,10000,43.480000000000004,34.699999999999996,21.82
754,10000,44.24,33.71,22.05
755,10000,43.16,35.4,21.44
756,10000,42.730000000000004,34.849999999999994,22.42
757,10000,43.64,34.12,22.24
758,10000,44.17,33.76,22.07
759,10000,44.43,34.12,21.45
760,10000,43.78,34.81,21.41
761,10000,43.43,34.97,21.6
762,10000,43.3,34.260000000000005,22.439999999999998
763,10000,44.629999999999995,33.129999999999995,22.24
764,10000,44.75,33.83,21.42
765,10000,44.0,34.8,21.2
766,10000,43.07,35.15,21.78
767,10000,43.1,34.38,22.52
768,10000,43.76,33.89,22.35
769,10000,43.87,34.260000000000005,21.87
770,10000,43.59,34.71,21.7
771,10000,43.34,34.32,22.34
772,10000,43.769999999999996,33.800000000000004,22.43
773,10000,44.34,33.629999999999995,22.03
774,10000,44.32,34.2,21.48
775,10000,43.1,35.44,21.46
776,10000,43.14,33.89,22.97
777,10000,45.12,32.67,22.21
778,10000,44.16,34.910000000000004,20.93
779,10000,43.32,35.08,21.6
780,10000,43.14,34.849999999999994,22.009999999999998
781,10000,43.8,34.21,21.990000000000002
782,10000,44.12,34.4,21.48
783,10000,43.03,35.43,21.54
784,10000,43.01,34.48,22.509999999999998
785,10000,43.72,34.150000000000006,22.13
786,10000,44.01,34.03,21.959999999999997
787,10000,44.46,33.94,21.6
788,10000,44.269999999999996,34.19,21.54
789,10000,43.47,34.94,21.59
790,10000,43.07,34.55,22.38
791,10000,43.7,34.28,22.02
792,10000,43.89,34.260000000000005,21.85
793,10000,43.169999999999995,35.05,21.78
794,10000,43.43,33.72,22.85
795,10000,44.74,32.73,22.53
796,10000,44.96,33.81,21.23
797,10000,43.74,34.83,21.43
798,10000,43.88,34.089999999999996,22.03
799,10000,43.68,34.29,22.03
800,10000,43.980000000000004,34.13,21.89
801,10000,43.89,34.37,21.740000000000002
802,10000,43.82,34.68,21.5
803,10000,42.8,35.25,21.95
804,10000,43.26,34.27,22.470000000000002
805,10000,44.18,33.78,22.040000000000003
806,10000,43.2,35.0,21.8
807,10000,43.02,35.05,21.93
808,10000,42.970000000000006,34.17,22.86
809,10000,44.28,33.73,21.990000000000002
810,10000,44.49,33.839999999999996,21.67
811,10000,44.06,33.86,22.08
812,10000,43.9,34.489999999999995,21.61
813,10000,43.8,34.260000000000005,21.94
814,10000,43.51,34.699999999999996,21.790000000000003
815,10000,43.19,34.98,21.83
816,10000,43.38,34.46,22.16
817,10000,43.79,33.86,22.35
818,10000,43.86,34.02,22.12
819,10000,44.14,33.57,22.29
820,10000,43.66,35.07,21.27
821,10000,42.99,34.760000000000005,22.25
822,10000,43.41,33.7,22.89
823,10000,44.800000000000004,33.14,22.06
824,10000,44.78,33.51,21.709999999999997
825,10000,44.1,34.54,21.36
826,10000,43.24,35.370000000000005,21.39
827,10000,43.41,34.37,22.220000000000002
828,10000,43.13,35.010000000000005,21.86
829,10000,43.5,34.4,22.1
830,10000,43.95,33.61,22.439999999999998
831,10000,43.99,34.46,21.55
832,10000,44.31,34.050000000000004,21.64
833,10000,43.15,35.57,21.279999999999998
834,10000,43.120000000000005,34.67,22.21
835,10000,43.64,34.01,22.35
836,10000,44.37,33.7,21.93
837,10000,43.89,34.589999999999996,21.52
838,10000,43.38,35.160000000000004,21.46
839,10000,42.39,35.72,21.89
840,10000,43.05,34.21,22.74
841,10000,44.85,32.93,22.220000000000002
842,10000,44.24,34.79,20.97
843,10000,43.16,35.13,21.709999999999997
844,10000,43.29,34.37,22.34
845,10000,43.79,34.17,22.040000000000003
846,10000,43.78,34.14,22.08
847,10000,44.51,33.489999999999995,22.0
848,10000,44.21,33.900000000000006,21.89
849,10000,43.55,34.75,21.7
850,10000,43.14,35.19,21.67
851,10000,43.1,34.260000000000005,22.64
852,10000,44.22,33.489999999999995,22.29
853,10000,44.21,34.339999999999996,21.45
854,10000,43.8,34.150000000000006,22.05
855,10000,43.69,34.47,21.84
856,10000,43.66,34.38,21.959999999999997
857,10000,44.21,33.739999999999995,22.05
858,10000,44.49,33.989999999999995,21.52
859,10000,44.01,34.74,21.25
860,10000,43.07,35.54,21.39
861,10000,43.37,34.35,22.28
862,10000,44.03,33.96,22.009999999999998
863,10000,44.64,34.06,21.3
864,10000,43.830000000000005,34.300000000000004,21.87
865,10000,44.26,34.21,21.529999999999998
866,10000,44.06,34.2,21.740000000000002
867,10000,43.5,34.86,21.64
868,10000,43.669999999999995,34.63,21.7
869,10000,43.26,34.74,22.0
870,10000,43.29,34.29,22.42
871,10000,44.0,33.68,22.32
872,10000,44.15,34.17,21.68
873,10000,43.95,33.12,22.93
874,10000,45.300000000000004,33.33,21.37
875,10000,44.330000000000005,34.949999999999996,20.72
876,10000,43.09,35.08,21.83
877,10000,43.29,34.55,22.16
878,10000,44.269999999999996,33.15,22.58
879,10000,44.72,33.69,21.59
880,10000,44.12,34.62,21.26
881,10000,43.14,35.22,21.64
882,10000,43.7,33.39,22.91
883,10000,44.83,33.54,21.63
884,10000,44.48,34.300000000000004,21.22
885,10000,43.3,35.08,21.62
886,10000,42.92,34.489999999999995,22.59
887,10000,44.13,33.660000000000004,22.21
888,10000,44.379999999999995,33.660000000000004,21.959999999999997
889,10000,44.11,34.23,21.66
890,10000,43.730000000000004,34.8,21.47
891,10000,43.32,34.410000000000004,22.27
892,10000,44.01,33.77,22.220000000000002
893,10000,44.440000000000005,33.629999999999995,21.93
894,10000,43.63,35.36,21.01
895,10000,41.89,35.63,22.48
896,10000,42.93,34.050000000000004,23.02
897,10000,44.96,32.64,22.400000000000002
898,10000,44.56,34.25,21.19
899,10000,43.86,34.58,21.560000000000002
900,10000,43.5,34.29,22.21
901,10000,44.09,34.29,21.62
902,10000,43.230000000000004,35.27,21.5
903,10000,43.53,34.02,22.45
904,10000,44.0,34.36,21.64
905,10000,43.88,34.21,21.91
906,10000,44.66,33.78,21.560000000000002
907,10000,43.76,34.65,21.59
908,10000,43.28,34.73,21.990000000000002
909,10000,43.96,33.81,22.23
910,10000,44.379999999999995,33.910000000000004,21.709999999999997
911,10000,44.01,34.449999999999996,21.54
912,10000,43.62,34.63,21.75
913,10000,43.74,34.04,22.220000000000002
914,10000,43.85,33.910000000000004,22.24
915,10000,43.71,34.37,21.92
916,10000,43.96,34.239999999999995,21.8
917,10000,43.69,34.5,21.81
918,10000,44.09,33.82,22.09
919,10000,44.32,34.48,21.2
920,10000,43.71,34.5,21.790000000000003
921,10000,43.56,33.98,22.46
922,10000,44.31,34.160000000000004,21.529999999999998
923,10000,43.61,34.74,21.65
924,10000,43.94,34.239999999999995,21.82
925,10000,43.68,34.089999999999996,22.23
926,10000,44.55,33.77,21.68
927,10000,43.79,34.44,21.77
928,10000,44.019999999999996,33.96,22.02
929,10000,43.91,34.410000000000004,21.68
930,10000,43.43,34.9,21.67
931,10000,43.120000000000005,34.8,22.08
932,10000,44.15,33.64,22.21
933,10000,44.58,33.910000000000004,21.51
934,10000,44.05,34.77,21.18
935,10000,42.94,35.53,21.529999999999998
936,10000,42.72,35.13,22.15
937,10000,43.76,33.6,22.64
938,10000,44.629999999999995,33.839999999999996,21.529999999999998
939,10000,43.5,34.47,22.03
940,10000,43.32,35.07,21.61
941,10000,43.16,34.9,21.94
942,10000,43.36,33.98,22.66
943,10000,43.9,34.12,21.98
944,10000,43.86,34.489999999999995,21.65
945,10000,43.41,34.660000000000004,21.93
946,10000,43.41,34.410000000000004,22.18
947,10000,43.94,33.69,22.37
948,10000,44.09,34.56,21.349999999999998
949,10000,43.34,35.46,21.2
950,10000,42.9,34.599999999999994,22.5
951,10000,44.0,33.629999999999995,22.37
952,10000,44.48,33.87,21.65
953,10000,43.65,34.92,21.43
954,10000,42.980000000000004,34.68,22.34
955,10000,43.78,33.12,23.1
956,10000,45.2,32.65,22.15
957,10000,44.99,33.68,21.33
958,10000,44.09,34.97,20.94
959,10000,43.04,34.73,22.23
960,10000,43.919999999999995,33.75,22.33
961,10000,44.14,34.19,21.67
962,10000,43.82,34.410000000000004,21.77
963,10000,43.78,34.489999999999995,21.73
964,10000,43.66,34.2,22.14
965,10000,44.01,33.72,22.27
966,10000,43.37,34.57,22.06
967,10000,43.69,34.0,22.31
968,10000,44.080000000000005,33.85,22.07
969,10000,44.43,34.19,21.38
970,10000,43.74,34.54,21.72
971,10000,43.81,34.29,21.9
972,10000,43.78,34.73,21.490000000000002
973,10000,43.89,35.05,21.060000000000002
974,10000,43.49,34.65,21.86
975,10000,43.47,34.660000000000004,21.87
976,10000,44.04,34.38,21.58
977,10000,44.080000000000005,34.339999999999996,21.58
978,10000,43.11,35.02,21.87
979,10000,43.45,34.54,22.009999999999998
980,10000,43.95,34.37,21.68
981,10000,43.65,34.67,21.68
982,10000,43.65,34.29,22.06
983,10000,43.580000000000005,34.33,22.09
984,10000,43.81,34.07,22.12
985,10000,43.69,34.9,21.41
986,10000,43.71,34.06,22.23
987,10000,44.05,34.160000000000004,21.790000000000003
988,10000,43.57,34.69,21.740000000000002
989,10000,43.62,34.19,22.189999999999998
990,10000,44.1,34.33,21.57
991,10000,43.88,34.17,21.95
992,10000,44.080000000000005,33.86,22.06
993,10000,43.96,33.989999999999995,22.05
994,10000,43.47,34.589999999999996,21.94
995,10000,44.13,34.160000000000004,21.709999999999997
996,10000,43.99,34.12,21.89
997,10000,43.55,34.77,21.68
998,10000,43.82,34.07,22.11
999,10000,44.11,33.73,22.16
